ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,ADM3_REF,ADM3ALT1EN,Shape_Leng,Shape_Area,AREA_SQKM,SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCFID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOK_LAT,TOK_LON,TOK_GRADE,TOK_WIND,TOK_PRES,TOK_R50_DR,TOK_R50_L,TOK_R50_S,TOK_R30_DR,TOK_R30_L,TOK_R30_S,TOK_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DR,KMA_R50_L,KMA_R50_S,KMA_R30_DR,KMA_R30_L,KMA_R30_S,NEW_LAT,NEW_LON,NEW_GRADE,NEW_WIND,NEW_PRES,NEW_CI,NEW_DP,NEW_POCI,REU_LAT,REU_LON,REU_TYPE,REU_WIND,REU_PRES,REU_TNUM,REU_CI,REU_RMW,REU_R34_NE,REU_R34_SE,REU_R34_SW,REU_R34_NW,REU_R50_NE,REU_R50_SE,REU_R50_SW,REU_R50_NW,REU_R64_NE,REU_R64_SE,REU_R64_SW,REU_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_FL,BOM_PRS_FL,NAD_LAT,NAD_LON,NAD_CAT,NAD_WIND,NAD_PRES,WEL_LAT,WEL_LON,WEL_WIND,WEL_PRES,DS8_LAT,DS8_LON,DS8_STAGE,DS8_WIND,DS8_PRES,TD6_LAT,TD6_LON,TD6_STAGE,TD6_WIND,TD6_PRES,TD5_LAT,TD5_LON,TD5_WIND,TD5_PRES,TD5_ROCI,NEU_LAT,NEU_LON,NEU_CLASS,NEU_WIND,NEU_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUSTP,REU_GUST,REU_GUSTP,USA_SEAHGT,USA_SEA_NE,USA_SEA_SE,USA_SEA_SW,USA_SEA_NW,STORM_SPD,STORM_DR,year,month,day,hour,min
Lubao,PH0305408,Pampanga,PH03054,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.69793529957,0.01386032098,165.01810104400,1993166N06131,"1993","33",WP,MM,UNNAMED,1993-06-20 00:00:00,DS,14.80,120.60,,,,main,"0","0",O_O____________,jtwc_wp,WP071993,15.20,119.20,,,"20",,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.30,122.00,"0","19","1008",,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","305","1993","6","20","0","0"
Lubao,PH0305408,Pampanga,PH03054,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.69793529957,0.01386032098,165.01810104400,1993279N12114,"1993","78",WP,MM,UNNAMED,1993-10-07 09:00:00,NR,14.60,120.10,,,,main,"15","0",P______________,,WP281993,14.60,120.10,,,"25",,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14","60","1993","10","7","9","0"
Macabebe,PH0305410,Pampanga,PH03054,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95999985530,0.00757865857,90.24105970830,1980300N08137,"1980","89",WP,MM,CARY,1980-10-29 06:00:00,TS,14.50,121.20,,"1002",tokyo,main,"0","0",OOOO______OP___,jtwc_wp,WP261980,14.50,121.00,,,"25",,"-1",,,,,,,,,,,,,,,,,15.00,121.50,"2",,"1002","0",,,"0",,,"0",14.30,121.40,"1","29","1000",14.10,121.50,TD,"25","1002",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.50,121.00,TC,"25",,14.50,120.90,"1","28",,,,,,,,,,,,,,,,,,,,,,,,,,,"16","295","1980","10","29","6","0"
Macabebe,PH0305410,Pampanga,PH03054,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95999985530,0.00757865857,90.24105970830,1986275N10134,"1986","91",WP,MM,DOM,1986-10-06 06:00:00,TS,14.80,120.70,,"1006",tokyo,main,"0","0",_OOO_______P___,,,,,,,,,"-5",,,,,,,,,,,,,,,,,14.80,120.50,"2",,"1006","0",,,"0",,,"0",14.90,121.50,"1","29","1001",15.00,120.70,TD,"25","1006",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.60,120.20,"1","28",,,,,,,,,,,,,,,,,,,,,,,,,,,"4","260","1986","10","6","6","0"
Macabebe,PH0305410,Pampanga,PH03054,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95999985530,0.00757865857,90.24105970830,1993279N12114,"1993","78",WP,MM,UNNAMED,1993-10-07 09:00:00,NR,14.60,120.10,,,,main,"15","0",P______________,,WP281993,14.60,120.10,,,"25",,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14","60","1993","10","7","9","0"
Macabebe,PH0305410,Pampanga,PH03054,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95999985530,0.00757865857,90.24105970830,1993279N12114,"1993","78",WP,MM,UNNAMED,1993-10-07 12:00:00,NR,14.90,120.70,,,,main,"0","0",O______________,jtwc_wp,WP281993,14.90,120.70,,,"25",,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13","60","1993","10","7","12","0"
Macabebe,PH0305410,Pampanga,PH03054,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95999985530,0.00757865857,90.24105970830,1994169N06152,"1994","34",WP,MM,SHARON,1994-06-23 00:00:00,TS,14.80,120.90,,"1004",tokyo,main,"0","0",OOO____________,jtwc_wp,WP061994,14.90,121.30,,,"25",,"-1",,,,,,,,,,,,,,,,,15.00,120.80,"2",,"1004","0",,,"0",,,"0",14.50,120.50,"1","23","1004",,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17","295","1994","6","23","0","0"
Macabebe,PH0305410,Pampanga,PH03054,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95999985530,0.00757865857,90.24105970830,2022299N11134,"2022","100",WP,MM,NALGAE,2022-10-29 12:00:00,TS,14.60,121.10,"50","985",tokyo,main,"0","0",OOOOO__________,jtwc_wp,WP262022,14.60,121.00,,TS,"45","993","0","150","125","80","250",,,,,,,,,"1005","300","25",,14.70,121.10,"4","50","985","0",,,"8","400","350","0",14.50,121.10,"3","54","982",14.60,121.10,ST,"50","984",14.60,121.10,STS,"52","985","135","43","32","135","189","146",,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13","315","2022","10","29","12","0"
Masantol,PH0305412,Pampanga,PH03054,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.43363848303,0.00567683321,67.60267527240,1986275N10134,"1986","91",WP,MM,DOM,1986-10-06 06:00:00,TS,14.80,120.70,,"1006",tokyo,main,"0","0",_OOO_______P___,,,,,,,,,"-5",,,,,,,,,,,,,,,,,14.80,120.50,"2",,"1006","0",,,"0",,,"0",14.90,121.50,"1","29","1001",15.00,120.70,TD,"25","1006",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.60,120.20,"1","28",,,,,,,,,,,,,,,,,,,,,,,,,,,"4","260","1986","10","6","6","0"
Masantol,PH0305412,Pampanga,PH03054,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.43363848303,0.00567683321,67.60267527240,1993279N12114,"1993","78",WP,MM,UNNAMED,1993-10-07 09:00:00,NR,14.60,120.10,,,,main,"15","0",P______________,,WP281993,14.60,120.10,,,"25",,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14","60","1993","10","7","9","0"
Masantol,PH0305412,Pampanga,PH03054,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.43363848303,0.00567683321,67.60267527240,1993279N12114,"1993","78",WP,MM,UNNAMED,1993-10-07 12:00:00,NR,14.90,120.70,,,,main,"0","0",O______________,jtwc_wp,WP281993,14.90,120.70,,,"25",,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13","60","1993","10","7","12","0"
Sasmuan (Sexmoan),PH0305422,Pampanga,PH03054,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,Sexmoan,0.48909145324,0.00336670133,40.08579128570,1993279N12114,"1993","78",WP,MM,UNNAMED,1993-10-07 09:00:00,NR,14.60,120.10,,,,main,"15","0",P______________,,WP281993,14.60,120.10,,,"25",,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14","60","1993","10","7","9","0"
Sasmuan (Sexmoan),PH0305422,Pampanga,PH03054,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,Sexmoan,0.48909145324,0.00336670133,40.08579128570,1994169N06152,"1994","34",WP,MM,SHARON,1994-06-23 00:00:00,TS,14.80,120.90,,"1004",tokyo,main,"0","0",OOO____________,jtwc_wp,WP061994,14.90,121.30,,,"25",,"-1",,,,,,,,,,,,,,,,,15.00,120.80,"2",,"1004","0",,,"0",,,"0",14.50,120.50,"1","23","1004",,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17","295","1994","6","23","0","0"
Botolan,PH0307101,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.16912552741,0.05620605445,668.13900327800,1994169N06152,"1994","34",WP,MM,SHARON,1994-06-23 00:00:00,TS,14.80,120.90,,"1004",tokyo,main,"0","0",OOO____________,jtwc_wp,WP061994,14.90,121.30,,,"25",,"-1",,,,,,,,,,,,,,,,,15.00,120.80,"2",,"1004","0",,,"0",,,"0",14.50,120.50,"1","23","1004",,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17","295","1994","6","23","0","0"
Botolan,PH0307101,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.16912552741,0.05620605445,668.13900327800,1994169N06152,"1994","34",WP,MM,SHARON,1994-06-23 03:00:00,TS,15.20,120.20,,,,main,"0","0",PPP____________,,WP061994,15.30,120.30,,,"28",,"-1",,,,,,,,,,,,,,,,,15.40,120.00,"2",,"1003","0",,,"0",,,,15.00,120.10,"1","26","1002",,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16","305","1994","6","23","3","0"
Botolan,PH0307101,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.16912552741,0.05620605445,668.13900327800,2010198N15123,"2010","36",WP,MM,CHANTHU,2010-07-18 09:00:00,TS,15.20,120.70,,,,main,"0","0",PPP____________,,WP042010,15.40,120.80,,TD,"25","1004","-1",,,,,,,,,,,,,"1008","150","45",,15.10,120.60,"2",,"1006","0",,,"0",,,,15.10,120.60,"1","29","1006",,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11","260","2010","7","18","9","0"
Botolan,PH0307101,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.16912552741,0.05620605445,668.13900327800,2020313N08135,"2020","105",WP,MM,VAMCO,2020-11-11 21:00:00,TS,15.20,120.60,,,,main,"0","0",PPPOP__________,,WP252020,15.10,120.40,,TY,"88","968","2","270","110","105","255","85","65","50","85","53","48","40","43","1007","220","10",,15.20,120.40,"5","63","978","9","50","50","1","270","150",,15.30,120.80,"5","75","963",15.30,120.70,T,"80","960",15.00,120.60,TY,"67","970","225","27","16","225","184","108",,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15","275","2020","11","11","21","0"
Botolan,PH0307101,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.16912552741,0.05620605445,668.13900327800,2022299N11134,"2022","100",WP,MM,NALGAE,2022-10-29 15:00:00,TS,15.10,120.50,,,,main,"0","0",PPPOP__________,,WP262022,15.30,120.50,,TS,"43","994","0","150","125","100","250",,,,,,,,,"1005","313","23",,15.20,120.60,"4","48","988","0",,,"8","400","350",,15.00,120.50,"3","51","984",15.00,120.50,ST,"50","984",15.10,120.60,STS,"52","985","135","43","32","135","189","146",,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15","310","2022","10","29","15","0"
Cabangan,PH0307102,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.56820020349,0.01731135246,205.85852396700,1993166N06131,"1993","33",WP,MM,UNNAMED,1993-06-20 03:00:00,DS,15.10,120.10,,,,main,"0","0",P_P____________,,WP071993,15.60,118.50,,,"20",,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.60,121.70,"0","19","1007",,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12","310","1993","6","20","3","0"
Cabangan,PH0307102,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.56820020349,0.01731135246,205.85852396700,2010198N15123,"2010","36",WP,MM,CHANTHU,2010-07-18 09:00:00,TS,15.20,120.70,,,,main,"0","0",PPP____________,,WP042010,15.40,120.80,,TD,"25","1004","-1",,,,,,,,,,,,,"1008","150","45",,15.10,120.60,"2",,"1006","0",,,"0",,,,15.10,120.60,"1","29","1006",,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11","260","2010","7","18","9","0"
Cabangan,PH0307102,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.56820020349,0.01731135246,205.85852396700,2020313N08135,"2020","105",WP,MM,VAMCO,2020-11-11 21:00:00,TS,15.20,120.60,,,,main,"0","0",PPPOP__________,,WP252020,15.10,120.40,,TY,"88","968","2","270","110","105","255","85","65","50","85","53","48","40","43","1007","220","10",,15.20,120.40,"5","63","978","9","50","50","1","270","150",,15.30,120.80,"5","75","963",15.30,120.70,T,"80","960",15.00,120.60,TY,"67","970","225","27","16","225","184","108",,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15","275","2020","11","11","21","0"
Candelaria,PH0307103,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.96440151947,0.03572951726,423.94391815200,1995264N06174,"1995","67",WP,MM,SIBYL,1995-09-30 21:00:00,TS,15.20,120.50,,,,main,"0","0",PPPP___________,,WP201995,15.30,120.40,,,"80",,"1",,,,,,,,,,,,,,,,,15.20,120.50,"4","50","990","0",,,"9","180","160",,15.20,120.60,"3","58","980",15.20,120.50,ST,"50","985",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16","310","1995","9","30","21","0"
Candelaria,PH0307103,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.96440151947,0.03572951726,423.94391815200,2008169N08135,"2008","31",WP,MM,FENGSHEN,2008-06-22 06:00:00,TS,15.50,120.40,"65","980",tokyo,main,"0","0",OOOO___________,jtwc_wp,WP072008,15.70,120.40,,TS,"60","978","0","80","90","95","95","25","30","40","30",,,,,"1008","150","20",,15.40,120.50,"5","65","980","9","45","45","6","120","100","0",15.40,120.40,"4","64","975",15.40,120.40,T,"65","970",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10","315","2008","6","22","6","0"
Candelaria,PH0307103,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.96440151947,0.03572951726,423.94391815200,2019314N14136,"2019","96",WP,MM,KALMAEGI,2019-11-20 09:00:00,MX,16.00,120.40,,,,main,"0","0",PPPO___________,,WP272019,16.00,120.50,,TS,"33","998","-1",,,,,,,,,,,,,"1009","120","58",,16.20,120.50,"2",,"1006","0",,,"0",,,,15.80,120.30,"1","29","1000",15.20,120.70,LW,"20","1004",,,TD,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12","220","2019","11","20","9","0"
Castillejos,PH0307104,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.54792253050,0.00874334666,104.08262988100,1980300N08137,"1980","89",WP,MM,CARY,1980-10-29 09:00:00,TS,14.90,120.40,,,,main,"0","0",PPPP______PP___,,WP261980,14.80,120.20,,,"28",,"-1",,,,,,,,,,,,,,,,,15.40,120.60,"2",,"1001","0",,,"0",,,,14.70,120.70,"1","34","998",14.40,120.80,TD,"25","1001",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.80,120.20,TC,"28",,14.80,120.10,"1","29",,,,,,,,,,,,,,,,,,,,,,,,,,,"16","290","1980","10","29","9","0"
Castillejos,PH0307104,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.54792253050,0.00874334666,104.08262988100,1999288N12129,"1999","88",WP,MM,EVE,1999-10-16 18:00:00,TS,14.80,120.50,,"1004",tokyo,main,"0","0",OO_____________,jtwc_wp,WP271999,14.70,120.10,,,"25",,"-1",,,,,,,,,,,,,,,,,14.80,120.90,"2",,"1004","0",,,"0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","300","1999","10","16","18","0"
Castillejos,PH0307104,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.54792253050,0.00874334666,104.08262988100,2000299N08139,"2000","97",WP,MM,XANGSANE,2000-10-28 12:00:00,TS,14.60,120.60,"45","990",tokyo,main,"0","0",OOOO___________,jtwc_wp,WP302000,14.60,120.60,,TY,"65",,"1",,,,,,,,,,,,,,,,,14.80,120.50,"3","45","990","0",,,"9","180","180","0",14.50,120.50,"3","48","985",14.60,120.60,ST,"55","980",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","310","2000","10","28","12","0"
Castillejos,PH0307104,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.54792253050,0.00874334666,104.08262988100,2000299N08139,"2000","97",WP,MM,XANGSANE,2000-10-28 15:00:00,TS,14.90,120.20,,,,main,"0","0",PPPP___________,,WP302000,14.90,120.20,,TY,"60",,"0",,,,,,,,,,,,,,,,,15.20,120.10,"3","45","990","0",,,"9","180","180",,14.80,120.30,"3","48","985",14.80,120.20,ST,"55","980",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","315","2000","10","28","15","0"
Iba (Capital),PH0307105,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.64793327377,0.01181370675,140.34833519500,1994169N06152,"1994","34",WP,MM,SHARON,1994-06-23 03:00:00,TS,15.20,120.20,,,,main,"0","0",PPP____________,,WP061994,15.30,120.30,,,"28",,"-1",,,,,,,,,,,,,,,,,15.40,120.00,"2",,"1003","0",,,"0",,,,15.00,120.10,"1","26","1002",,,,,,,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16","305","1994","6","23","3","0"
Iba (Capital),PH0307105,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.64793327377,0.01181370675,140.34833519500,2013282N14132,"2013","76",WP,MM,NARI,2013-10-11 18:00:00,TS,15.50,120.50,"65","975",tokyo,main,"0","0",OOOO___________,jtwc_wp,WP242013,15.40,120.50,,TY,"90","956","2","85","80","85","90","50","55","60","65","30","30","35","40","1004","225","10",,15.50,120.50,"5","65","975","9","50","50","8","180","150","0",15.50,120.60,"4","73","965",15.40,120.50,T,"75","960",,,,,,,,,,,,,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16","265","2013","10","11","18","0"
Iba (Capital),PH0307105,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.64793327377,0.01181370675,140.34833519500,2022299N11134,"2022","100",WP,MM,NALGAE,2022-10-29 15:00:00,TS,15.10,120.50,,,,main,"0","0",PPPOP__________,,WP262022,15.30,120.50,,TS,"43","994","0","150","125","100","250",,,,,,,,,"1005","313","23",,15.20,120.60,"4","48","988","0",,,"8","400","350",,15.00,120.50,"3","51","984",15.00,120.50,ST,"50","984",15.10,120.60,STS,"52","985","135","43","32","135","189","146",,,,,,-999.90,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,-999.90,-999.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15","310","2022","10","29","15","0"
